SN,Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
1179,Chevrolet Tavera Neo 3 9 Str BSIII,2014,Diesel,Manual,2499 CC,72.4 bhp,171Nm@ 1800rpm,9,13.58 kmpl,70000,Second Owner,Individual,575000
1180,Maruti Vitara Brezza VDi,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,40000,First Owner,Individual,780000
1181,Mahindra Bolero 2011-2019 ZLX,2013,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,157000,First Owner,Individual,467000
1182,Mahindra Scorpio S10 7 Seater,2015,Diesel,Manual,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,90000,First Owner,Individual,1050000
1183,Hyundai i10 Magna 1.1L,2011,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,80000,Second Owner,Individual,225000
1184,Hyundai Santro GLS I - Euro II,2004,Petrol,Manual,,,,,,90000,Third Owner,Individual,90000
1185,Hyundai Santro Xing XG AT eRLX Euro III,2004,Petrol,Automatic,,,,,,80000,Third Owner,Individual,80000
1186,Toyota Etios Liva GD,2012,Diesel,Manual,,,,,,80000,First Owner,Individual,300000
1187,Mahindra Verito 1.5 D4 BSIV,2012,Diesel,Manual,1461 CC,65 bhp,160Nm@ 2000rpm,5,21.03 kmpl,70000,Second Owner,Individual,260000
1188,Chevrolet Spark 1.0 E,2009,Petrol,Manual,995 CC,63 bhp,"9.2@ 4,200(kgm@ rpm)",5,16.0 kmpl,50000,Second Owner,Individual,90000
1189,Ford Figo Diesel ZXI,2012,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,60000,First Owner,Individual,280000
1190,Mahindra Verito 1.5 D4 BSIII,2014,Diesel,Manual,1461 CC,65 bhp,160Nm@ 2000rpm,5,20.8 kmpl,106000,Second Owner,Individual,350000
1191,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,10.5 kmpl,80000,Second Owner,Individual,229999
1192,Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,Diesel,Manual,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,15.96 kmpl,80000,Second Owner,Individual,550000
1193,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,Diesel,Manual,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8,12.99 kmpl,110000,Second Owner,Individual,850000
1194,Mahindra Bolero DI,2011,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,120000,Third Owner,Individual,370000
1195,Maruti Alto K10 LXI,2013,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,27000,First Owner,Individual,250000
1196,Maruti Alto LXi,2007,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Second Owner,Individual,95000
1197,Maruti Wagon R LXI Minor,2010,Petrol,Manual,1061 CC,67 bhp,84Nm@ 3500rpm,5,18.9 kmpl,,Second Owner,Individual,180000
1198,Mahindra NuvoSport N8 AMT,2016,Diesel,Automatic,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,17.45 kmpl,50000,First Owner,Individual,650000
1199,Hyundai Xcent 1.2 CRDi E,2018,Diesel,Manual,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5,25.4 kmpl,60000,First Owner,Individual,
1200,Maruti Swift VVT ZXI,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,15000,First Owner,Individual,610000
1201,Maruti Zen Estilo VXI BSIV W ABS,2011,Petrol,Manual,,,,,,40000,First Owner,Individual,200000
1202,Mahindra Xylo E4 8S,2010,Diesel,Manual,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,14.0 kmpl,135000,First Owner,Individual,265000
1203,Tata Tiago 1.2 Revotron XZ WO Alloy,2018,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,26300,First Owner,Individual,560000
1204,Mahindra Bolero 2011-2019 SLE,2014,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,120000,First Owner,Individual,430000
1205,Maruti Swift Dzire VDI,2017,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,35000,First Owner,Individual,711000
1206,Maruti Swift Dzire VXI,2015,Petrol,Manual,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,20.85 kmpl,30000,First Owner,Individual,511000
1207,Mahindra Bolero 2011-2019 ZLX,2012,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,165000,First Owner,Individual,450000
1208,Tata Zest Revotron 1.2 XT,2015,Petrol,Manual,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,17.57 kmpl,50000,First Owner,Individual,325000
1209,Renault Scala Diesel RxZ,2013,Diesel,Manual,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,21.64 kmpl,120000,First Owner,Individual,434999
1210,Ford Figo Diesel LXI,2010,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,100000,Second Owner,Individual,210000
1211,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009,Petrol,Manual,,,,,,90000,Third Owner,Individual,140000
1212,Maruti SX4 Vxi BSIII,2007,Petrol,Manual,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5,15.0 kmpl,120000,Second Owner,Individual,160000
1213,Maruti Ertiga VXI Limited Edition,2017,Petrol,Manual,1373 CC,91.1 bhp,130Nm@ 4000rpm,7,17.5 kmpl,70000,Second Owner,Individual,650000
1214,Maruti Swift VDI BSIV,2008,Diesel,Manual,,,,,,90000,Second Owner,Individual,250000
1215,Hyundai i20 Sportz 1.2,2014,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,72000,First Owner,Individual,320000
1216,Renault KWID Climber 1.0 MT,2017,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,50000,First Owner,Individual,290000
1217,Mahindra Jeep Classic,1996,Diesel,Manual,,,,,,5000,Second Owner,Individual,163000
1218,Tata Nano CX,2013,Petrol,Manual,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4,25.4 kmpl,30000,First Owner,Individual,80000
1219,Tata Safari Storme EX,2017,Diesel,Manual,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,14.1 kmpl,20000,First Owner,Individual,1100000
1220,Maruti Ciaz ZDi Plus,2015,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,26.21 kmpl,110000,First Owner,Individual,600000
1221,Renault KWID RXT,2017,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,25000,First Owner,Individual,340000
1222,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,120000,First Owner,Individual,750000
1223,Maruti Alto LX,2006,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,40000,First Owner,Individual,100000
1224,Renault KWID RXT Optional,2019,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,10000,First Owner,Individual,395000
1225,Maruti Wagon R VXI Minor,2010,Petrol,Manual,1061 CC,67 bhp,84Nm@ 3500rpm,5,18.9 kmpl,,First Owner,Individual,200000
1226,Maruti Eeco CNG 5 Seater AC BSIV,2019,CNG,Manual,1196 CC,61.7 bhp,85Nm@ 3000rpm,5,21.94 km/kg,10000,First Owner,Individual,450000
1227,Mahindra Verito 1.4 G4 BSIV,2012,Petrol,Manual,1390 CC,75 bhp,110Nm@ 3000rpm,5,13.87 kmpl,110000,Second Owner,Individual,180000
1228,Mahindra Bolero DI,2008,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,120000,Second Owner,Individual,190000
1229,Maruti Eeco 5 Seater AC BSIV,2015,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,72000,First Owner,Individual,310000
1230,Maruti Ritz VDi,2014,Diesel,Manual,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,23.2 kmpl,89100,Second Owner,Individual,351000
1231,Chevrolet Optra 1.6 LT Royale,2006,Petrol,Manual,1599 CC,104 bhp,148Nm@ 3500rpm,5,17.4 kmpl,94000,Second Owner,Individual,190000
1232,Hyundai EON Magna Plus,2015,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,120000,Second Owner,Individual,225000
1233,Chevrolet Spark 1.0 LT,2012,Petrol,Manual,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5,16.2 kmpl,110000,First Owner,Individual,130000
1234,Maruti Ciaz Alpha Diesel,2018,Diesel,Manual,1248 CC,88.50 bhp,200Nm@ 1750rpm,5,28.09 kmpl,50000,First Owner,Individual,1000000
1235,Tata Indica V2 DLS TC,2004,Diesel,Manual,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,16.8 kmpl,90000,Third Owner,Individual,55000
1236,Chevrolet Sail 1.2 LT ABS,2014,Petrol,Manual,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5,18.2 kmpl,23000,First Owner,Individual,330000
1237,Maruti Omni MPI STD BSIV,2013,Petrol,Manual,796 CC,34.2 bhp,59Nm@ 2500rpm,5,16.8 kmpl,50000,First Owner,Individual,166000
1238,Mahindra Xylo D4 BSIII,2013,Diesel,Manual,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,14.0 kmpl,300000,First Owner,Individual,200000
1239,Maruti Alto K10 2010-2014 VXI,2011,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,50000,Third Owner,Individual,140000
1240,Maruti Eeco CNG 5 Seater AC BSIV,2017,CNG,Manual,1196 CC,61.7 bhp,85Nm@ 3000rpm,5,21.94 km/kg,140000,First Owner,Individual,370000
1241,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,Petrol,Automatic,1197 CC,81.86 bhp,117nm@ 4000rpm,5,17.4 kmpl,16000,First Owner,Individual,720000
1242,Hyundai i20 Active 1.4,2015,Diesel,Manual,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5,21.19 kmpl,126000,First Owner,Individual,500000
1243,Hyundai Xcent 1.2 VTVT SX,2019,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,20.14 kmpl,15000,First Owner,Individual,570000
1244,Maruti Swift Dzire 1.2 Vxi BSIV,2010,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,17.5 kmpl,200000,First Owner,Individual,210000
1245,Maruti Alto LXi,2009,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,120000,First Owner,Individual,120000
1246,Hyundai Getz GLX,2005,Petrol,Manual,1341 CC,83 bhp,115Nm@ 3200rpm,5,15.3 kmpl,120000,Fourth & Above Owner,Individual,95000
1247,Hyundai i10 Sportz AT,2010,Petrol,Automatic,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,16.95 kmpl,110000,Third Owner,Individual,196000
1248,Maruti Eeco 5 Seater AC BSIV,2016,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,38000,First Owner,Individual,392000
1249,Tata Manza Aura Plus Safire,2010,Petrol,Manual,1368 CC,90 bhp,116Nm@ 4750rpm,5,15.0 kmpl,104000,First Owner,Individual,150000
1250,Honda BR-V i-VTEC E MT,2017,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,7,15.4 kmpl,120000,First Owner,Individual,595000
1251,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,Diesel,Automatic,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,35000,First Owner,Individual,833000
1252,Maruti Swift VDI,2011,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,210000,First Owner,Individual,280000
1253,Maruti 800 Std BSII,2003,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,35000,Second Owner,Individual,35000
1254,Maruti Ritz VDi,2009,Diesel,Manual,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,21.1 kmpl,85000,Third Owner,Individual,180000
1255,Maruti Wagon R VXi BSII,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,80000,First Owner,Individual,225000
1256,Mercedes-Benz New C-Class 220 CDI AT,2012,Diesel,Automatic,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5,14.84 kmpl,50000,First Owner,Individual,1400000
1257,Hyundai i20 Era Diesel,2009,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,40000,First Owner,Individual,340000
1258,Toyota Innova 2.5 GX 8 STR,2010,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,12.8 kmpl,216000,First Owner,Individual,550000
1259,Maruti Wagon R VXI BS IV,2017,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,65000,Second Owner,Individual,400000
1260,Hyundai Getz GLE,2006,Petrol,Manual,1341 CC,83 bhp,115Nm@ 3200rpm,5,15.3 kmpl,100000,Third Owner,Individual,90000
1261,Maruti Ciaz VDi Plus SHVS,2015,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,84000,First Owner,Individual,650000
1262,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,Diesel,Manual,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,210000,First Owner,Individual,730000
1263,Chevrolet Aveo U-VA 1.2 LS,2010,Petrol,Manual,1150 CC,74.9 bhp,110Nm@ 4400rpm,5,15.26 kmpl,60000,First Owner,Individual,
1264,Hyundai Getz GLE,2006,Petrol,Manual,1341 CC,83 bhp,115Nm@ 3200rpm,5,15.3 kmpl,100000,Fourth & Above Owner,Individual,81000
1265,Maruti Swift Glam,2007,Petrol,Manual,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5,16.1 kmpl,78000,Second Owner,Individual,170000
1266,Honda City 1.5 EXI,2002,Petrol,Manual,1493 CC,100 bhp,13.1kgm@ 4600rpm,5,13.0 kmpl,161000,Fourth & Above Owner,Individual,81000
1267,Maruti Alto LX,2005,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Third Owner,Individual,95000
1268,Tata Nano Cx BSIV,2010,Petrol,Manual,624 CC,35 bhp,"48@ 3,000+/-500(NM@ rpm)",4,26.0 kmpl,50000,Third Owner,Individual,55000
1269,Renault Lodgy World Edition 110PS,2017,Diesel,Manual,1461 CC,108.5 bhp,245Nm@ 1750rpm,8,19.98 kmpl,65000,First Owner,Individual,880000
1270,Renault KWID RXL,2015,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,50000,First Owner,Individual,200000
1271,Maruti Wagon R VXI 1.2,2019,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.52 kmpl,25000,First Owner,Individual,480000
1272,Mahindra Bolero 2011-2019 Plus AC,2013,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9,15.96 kmpl,100000,First Owner,Individual,480000
1273,Hyundai i20 1.2 Asta,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,6000,First Owner,Individual,700000
1274,Honda BRV i-DTEC V MT,2016,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,7,21.9 kmpl,72113,First Owner,Individual,850000
1275,Tata Indigo CR4,2012,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,40000,First Owner,Individual,300000
1276,Hyundai i20 1.2 Asta Option,2017,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,8000,First Owner,Individual,650000
1277,Maruti Ritz VXI,2010,Petrol,Manual,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,21.1 kmpl,20000,First Owner,Individual,220000
1278,Tata Indigo CS LS (TDI) BS-III,2014,Diesel,Manual,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,19.09 kmpl,45000,First Owner,Individual,300000
1279,Maruti Swift Dzire VDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,80000,First Owner,Individual,450000
1280,Maruti Swift VDI BSIV,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,90000,First Owner,Individual,400000
1281,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,25.1 kmpl,25000,First Owner,Individual,1030000
1282,Tata Manza Aura Quadrajet,2010,Diesel,Manual,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,18.8 kmpl,100000,Second Owner,Individual,190000
1283,Ford Fiesta 1.4 Duratec EXI,2006,Petrol,Manual,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,16.6 kmpl,60000,Second Owner,Individual,140000
1284,Hyundai i20 Active S Diesel,2018,Diesel,Manual,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5,21.19 kmpl,30000,First Owner,Individual,800000
1285,Mahindra Scorpio LX 2.6 Turbo,2007,Diesel,Manual,2609 CC,120 bhp,290Nm@ 1800-2800rpm,7,10.5 kmpl,120000,Third Owner,Individual,229999
1286,Tata Safari DICOR 2.2 EX 4x2,2011,Diesel,Manual,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7,13.93 kmpl,80000,Second Owner,Individual,300000
1287,Volkswagen Vento Diesel Highline,2011,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,69000,Second Owner,Individual,375000
1288,Chevrolet Beat LT,2010,Petrol,Manual,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,18.6 kmpl,75000,First Owner,Individual,140000
1289,Maruti Alto LX,2004,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,113000,Second Owner,Individual,60000
1290,Hyundai Xcent 1.1 CRDi S Option,2014,Diesel,Manual,1120 CC,71.01 bhp,180.4Nm@ 1750-2500rpm,5,24.4 kmpl,90000,Second Owner,Individual,
1291,Renault Pulse RxZ,2012,Diesel,Manual,1461 CC,63.12 bhp,160Nm@ 2000rpm,5,23.08 kmpl,100000,Third Owner,Individual,300000
1292,Tata Indica Vista Quadrajet VX,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,22.3 kmpl,110000,First Owner,Individual,150000
1293,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,Diesel,Manual,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,22.77 kmpl,90000,First Owner,Individual,600000
1294,Ford Figo Diesel Titanium,2011,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,100000,Second Owner,Individual,204999
1295,Hyundai Xcent 1.2 CRDi SX,2017,Diesel,Manual,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5,25.4 kmpl,50000,First Owner,Individual,
1296,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,Diesel,Manual,1248 CC,91.7 bhp,209Nm@ 2000rpm,5,20.5 kmpl,200000,First Owner,Individual,280000
1297,Hyundai Santa Fe 2WD AT,2014,Diesel,Automatic,2199 CC,194.3 bhp,436.39Nm@ 1800-2500rpm,7,13.01 kmpl,146000,Second Owner,Individual,1050000
1298,Chevrolet Optra Magnum 1.6 LT Petrol,2009,Petrol,Manual,1598 CC,102.5 bhp,148Nm@ 4000rpm,5,12.9 kmpl,80000,Second Owner,Individual,250000
1299,Tata New Safari DICOR 2.2 EX 4x2,2010,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,11.57 kmpl,96443,Second Owner,Individual,535000
1300,Honda Accord 2.4 AT,2009,Petrol,Automatic,2354 CC,177.6 bhp,222Nm@ 4300rpm,5,11.7 kmpl,100000,Second Owner,Individual,400000
1301,Maruti Swift AMT VXI,2019,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,10000,First Owner,Individual,610000
1302,Maruti Swift Dzire VDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,110000,First Owner,Individual,509999
1303,Tata Safari Storme VX,2014,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,14.0 kmpl,86000,Second Owner,Individual,521000
1304,Maruti Swift Dzire VDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,100000,First Owner,Individual,511000
1305,Hyundai i20 Sportz 1.4 CRDi,2014,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,91000,First Owner,Individual,451000
1306,Hyundai i10 Sportz,2009,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,100000,First Owner,Individual,170000
1307,Maruti Swift Dzire VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,120000,Second Owner,Individual,450000
1308,Honda City 1.5 V Elegance,2011,Petrol,Manual,1497 CC,118 bhp,146Nm at 4800 rpm,5,17.0 kmpl,90000,Second Owner,Individual,375000
1309,Maruti Alto 800 LXI,2016,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,60000,Second Owner,Individual,305000
1310,Renault KWID RXT,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,51500,First Owner,Individual,315000
1311,Chevrolet Sail 1.3 LS,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 1750rpm,5,22.1 kmpl,60000,Second Owner,Individual,250000
1312,Ford Figo Diesel EXI,2012,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,104500,Second Owner,Individual,200000
1313,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,Diesel,Manual,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,23.0 kmpl,30000,First Owner,Individual,950000
1314,Renault Duster 110PS Diesel RxL,2012,Diesel,Manual,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,19.01 kmpl,120000,Third Owner,Individual,400000
1315,Maruti Swift ZDi,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,100000,Second Owner,Individual,509999
1316,Honda Civic 1.8 V MT,2008,Petrol,Manual,1799 CC,130 bhp,172Nm@ 4300rpm,5,13.5 kmpl,90000,Third Owner,Individual,375000
1317,Maruti Wagon R LXI,2005,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,150000,Third Owner,Individual,150000
1318,Maruti Wagon R AX,2006,Petrol,Automatic,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,60000,First Owner,Individual,75000
1319,Hyundai Verna 1.4 VTVT,2015,Petrol,Manual,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5,17.43 kmpl,50000,Second Owner,Individual,465000
1320,Hyundai Grand i10 1.2 CRDi Asta,2019,Diesel,Manual,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,24.0 kmpl,10000,First Owner,Individual,700000
1321,Mahindra Scorpio 1.99 S10,2015,Diesel,Manual,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,120000,Third Owner,Individual,950000
1322,Hyundai i20 1.2 Asta,2017,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,40000,First Owner,Individual,610000
1323,Hyundai Santro GS zipDrive - Euro II,2004,Petrol,Manual,,,,,,120000,Second Owner,Individual,60000
1324,Maruti Alto 800 LXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,50000,First Owner,Individual,235000
1325,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,90000,First Owner,Individual,330000
1326,Nissan Terrano XE 85 PS,2014,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,20.45 kmpl,90000,First Owner,Individual,472000
1327,Maruti Swift VXI,2019,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,10000,First Owner,Individual,585000
1328,Mahindra Supro LX 8 Str,2018,Diesel,Manual,909 CC,45 bhp,98Nm@ 1600-3000rpm,8,23.5 kmpl,10000,First Owner,Individual,500000
1329,Maruti Alto K10 VXI,2019,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,27000,First Owner,Individual,360000
1330,Maruti Swift Dzire VDI,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,70000,First Owner,Individual,649000
1331,Maruti Omni MPI CARGO BSIV,2017,Petrol,Manual,796 CC,34.2 bhp,59Nm@ 2500rpm,5,16.8 kmpl,50000,First Owner,Individual,200000
1332,Maruti Swift 1.3 VXi,2008,Petrol,Manual,,,,,,60000,First Owner,Individual,240000
1333,Hyundai Grand i10 CRDi Magna,2014,Diesel,Manual,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,24.0 kmpl,110000,First Owner,Individual,
1334,Maruti Celerio VDi,2015,Diesel,Manual,793 CC,47 bhp,125Nm@ 2000rpm,5,27.62 kmpl,100000,Second Owner,Individual,250000
1335,Mahindra Marazzo M6,2018,Diesel,Manual,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7,17.3 kmpl,50000,First Owner,Individual,1200000
1336,Maruti Swift Vdi BSIII,2009,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,105000,Second Owner,Individual,250000
1337,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8,12.99 kmpl,110000,First Owner,Individual,819999
1338,Mahindra XUV500 W8 2WD,2014,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,60000,Second Owner,Individual,800000
1339,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,Petrol,Manual,999 CC,123.37 bhp,170Nm@ 1400-4500rpm,5,18.88 kmpl,49102,Second Owner,Dealer,429000
1340,Hyundai Santro Xing GLS,2010,Petrol,Manual,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,17.92 kmpl,60000,Third Owner,Individual,150000
1341,Maruti Swift VDI BSIV,2010,Diesel,Manual,,,,,,120000,Second Owner,Individual,315000
1342,Chevrolet Beat Diesel LT,2012,Diesel,Manual,936 CC,57.6 bhp,150Nm@ 1750rpm,5,25.44 kmpl,90000,First Owner,Individual,170000
